,Molecule ChEMBL ID,Canonical_Smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
1,CHEMBL271410,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCOCC1,8.029978734171634,378.21680945199995,7,2,3.2110200000000004,True
2,CHEMBL411243,CN(C)CCCCCNc1c(Br)cccc1Nc1ncnc2ccncc12,8.070019409484486,428.1324069000001,6,2,4.674700000000003,True
3,CHEMBL270713,CN(C)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,7.339988778710669,386.0854567080001,6,2,3.5044000000000013,True
4,CHEMBL54475,Brc1cccc(Nc2ncnc3ncccc23)c1,6.160000609491408,300.00105838800005,4,1,3.530900000000001,True
5,CHEMBL405772,Cc1cccc(Nc2ncnc3ccncc23)c1N,7.389978975335855,251.11709541599998,5,2,2.659019999999999,True
6,CHEMBL402452,Nc1c(O)cccc1Nc1ncnc2ccncc12,7.15002808767115,253.096359972,6,3,2.0561999999999996,True
7,CHEMBL406236,CN(C)c1cccc(Nc2ncnc3ccncc23)c1N,5.740000204918113,280.143644512,6,2,2.4165999999999994,True
8,CHEMBL124618,Nc1cc2ncnc(Nc3ccccc3N)c2cn1,5.269999835325843,252.11234438399998,6,3,1.9327999999999999,True
9,CHEMBL408351,Nc1cc(C(F)(F)F)ccc1Nc1ncnc2ccncc12,5.320000083770781,305.08882998,5,2,3.3694000000000006,True
10,CHEMBL93032,Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,9.759950227887352,330.99563865999994,5,3,3.5471000000000017,True
11,CHEMBL402011,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,6.7447274948966935,467.20697304000004,8,1,4.021900000000002,True
12,CHEMBL1242665,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.346787486224656,293.13889348000004,7,1,2.3041,True
13,CHEMBL1242476,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,6.684029654543082,308.14979251200003,7,3,2.1148999999999996,True
14,CHEMBL1242572,Nc1ncnc2c1c(-c1ccc3cn[nH]c3c1)nn2C1CCCC1,6.119186407719209,319.15454354400003,6,2,3.0669000000000013,True
15,CHEMBL244948,O=c1ccc2ccc(O)c(O)c2o1,5.115204636051019,178.026608672,4,2,1.2041999999999997,True
16,CHEMBL406845,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,6.318758762624412,301.109423192,5,1,3.483900000000001,True
17,CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,5.585026652029182,270.05282342000004,5,3,2.576800000000001,True
18,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,7.552841968657781,359.02693878799994,5,1,4.153100000000003,True
19,CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.443697499232712,368.027273136,4,2,4.260400000000002,True
20,CHEMBL217536,O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)C1CCSS1,7.221848749616356,445.9870652,6,2,5.228100000000002,True
21,CHEMBL498249,CO[C@H](C)c1c(O)cc2c(c1O)C(=O)c1c(cc(O)c(O)c1O)C2=O,4.3872161432802645,346.06886740799996,8,5,1.6974000000000014,True
22,CHEMBL490570,CC(C)(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)(C)C)c1O,4.301029995663981,300.18377800799993,3,2,3.3794800000000023,True
23,CHEMBL1202061,CCOC(=O)C(=O)Oc1ccc(-c2c(C(=O)OCC)oc3cc(O)cc(O)c3c2=O)cc1,6.0,442.0899967759999,10,2,2.516400000000001,True
24,CHEMBL482715,Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccc3)[nH]c2n1,3.9136401693252516,415.1420084240001,4,3,5.2268000000000026,True
25,CHEMBL475352,COc1cc(Nc2ncnc3[nH]cnc23)ccc1-c1nc2ccccc2s1,5.585026652029182,374.094980068,7,2,4.381800000000002,True
26,CHEMBL464210,CNC(=O)c1cc(Nc2ccc(-c3nc4ccccc4s3)cc2)ccn1,5.698970004336019,360.104482132,5,2,4.461500000000003,True
27,CHEMBL312482,c1cc(Nc2ccc3[nH]ccc3c2)c2sc(-c3ccc(CN4CCOCC4)cc3)cc2n1,7.522878745280337,440.167082388,5,2,6.020400000000005,True
28,CHEMBL301018,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,8.045757490560675,333.068032556,5,1,4.183100000000002,True
29,CHEMBL1243316,C#CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,7.220403508742176,477.13678081200004,6,3,4.758780000000003,True
30,CHEMBL1095154,NCCc1cn(Cc2ccc(-c3ccccc3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,5.886056647693163,462.23072819999993,4,2,6.184900000000006,True
32,CHEMBL31588,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCN(C)C,8.102372908709558,483.12698717200004,6,2,4.981000000000004,True
33,CHEMBL31656,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,8.823908740944319,486.158244528,8,2,3.786500000000002,True
34,CHEMBL1241300,COc1ccc(-c2n[nH]c3ncnc(N)c23)cc1O,4.0,257.091274592,6,3,1.3162999999999996,True
35,CHEMBL1641991,CCC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,4.681936665037238,394.0429232000001,4,2,4.961080000000003,True
36,CHEMBL1641990,CN(C)C/C=C/C(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,6.823908740944319,449.08512236,5,2,4.668880000000003,True
37,CHEMBL1641992,CN1CCN(CCC(=O)Nc2ccc3c(C#N)cnc(Nc4cccc(Br)c4)c3c2)CC1,5.886056647693163,492.12732152,6,2,4.188580000000003,True
38,CHEMBL256362,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)C)c34)cc2C)cn1,5.958607314841775,457.211389724,7,1,5.033040000000003,True
39,CHEMBL411897,COC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,7.552841968657781,509.194215436,9,2,4.2135000000000025,True
40,CHEMBL255170,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2Cl)cn1,8.154901959985743,495.178565372,9,3,4.081120000000001,True
41,CHEMBL138363,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.795880017344075,383.0381721680001,5,2,4.045500000000002,True
42,CHEMBL93464,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.060480747381382,382.0429232,4,2,4.650500000000003,True
43,CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,8.130768280269024,485.16299556,7,2,4.391500000000003,True
44,CHEMBL1645465,C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,6.173925197299173,363.16952491200004,7,2,1.9591999999999998,True
45,CHEMBL57553,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.301029995663981,263.117095416,5,2,2.8644000000000007,True
46,CHEMBL1241776,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,5.130768280269024,321.13380810000007,7,2,1.8928999999999996,True
47,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.468521082957745,393.16885621599994,7,1,3.405100000000002,True
48,CHEMBL590525,Cc1cccc(CN(Cc2ccc(O)cc2)C(=O)Nc2ccccc2)c1O,5.124360062995832,362.16304256399997,3,3,4.640520000000004,True
49,CHEMBL1169870,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(Cl)cc1,5.088842391260023,470.880720264,2,1,5.259700000000003,True
50,CHEMBL1173602,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Cl,5.137868620686962,382.981751424,2,1,5.041500000000003,True
51,CHEMBL524457,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1,7.522878745280337,444.21862102000006,8,2,4.1593000000000035,True
52,CHEMBL589822,O=C1CSC(N/N=C/c2ccc(F)cc2)=N1,5.661543506395395,237.037211096,4,1,1.3786,True
54,CHEMBL510597,C=CC(=O)C(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.569924944448061,495.1269871720001,7,1,4.482000000000003,True
55,CHEMBL503755,O=S(=O)(CO)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.029978734171634,408.98442234400005,7,3,2.2223999999999995,True
56,CHEMBL511874,C/C=C/C(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,9.169989064063882,382.0429232000001,4,2,4.650500000000003,True
57,CHEMBL287832,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.400007822415902,410.0854567080001,6,1,4.047200000000002,True
58,CHEMBL474341,O=C(CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1,8.430041181903405,480.09093601200004,7,1,3.7345000000000024,True
59,CHEMBL489308,O=C(O)CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.289967300934247,384.0221877560001,5,2,3.5405000000000015,True
60,CHEMBL1233882,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,6.214670164989233,304.143644512,6,1,3.2046,True
61,CHEMBL1241675,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,4.920818753952375,319.15454354400003,7,1,2.838300000000001,True
62,CHEMBL116525,CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,3.7212000005890307,434.03783782000005,5,2,4.582980000000004,True
63,CHEMBL39337,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,9.356547323513812,339.01195742,4,2,4.012200000000001,True
64,CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,7.568636235841012,299.00580942,3,1,4.135900000000001,True
65,CHEMBL326100,COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O,5.6020599913279625,388.064841084,5,2,3.879880000000003,True
66,CHEMBL57323,Cc1cccc(C)c1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,6.214670164989233,364.20115938799995,5,3,3.8108400000000016,True
69,CHEMBL3968417,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,9.0,400.12146509600007,6,2,3.6172000000000004,True
70,CHEMBL3949347,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,8.522878745280337,478.2229574520001,8,2,4.222700000000002,True
73,CHEMBL63356,Oc1cc2cc(-c3cccnc3)cnc2cc1O,6.301029995663981,238.07422756,4,2,2.7080000000000006,True
74,CHEMBL186747,COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC,5.494850021680094,414.16919056399996,6,2,4.9513200000000035,True
75,CHEMBL182397,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC,5.552841968657781,418.144118688,6,2,4.782000000000004,True
76,CHEMBL360209,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,5.657577319177793,434.114568148,6,2,5.296300000000003,True
77,CHEMBL3828021,C#Cc1cccc(Nc2ncnc3ccc(-c4cnn(C)c4)cc23)c1,8.446116973356126,325.13274548,5,1,3.755200000000002,True
78,CHEMBL310580,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)c(O)c2)cc1,6.327902142064282,405.08822294799995,7,2,2.1586,True
79,CHEMBL54788,Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,7.356547323513812,317.991636576,4,1,3.670000000000001,True
80,CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,8.958607314841775,602.2753869480002,8,4,4.4144200000000025,True
81,CHEMBL324030,COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O,5.059999795537068,349.05548334,7,2,2.1290800000000005,True
82,CHEMBL3622653,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C1CC1,7.570247719997592,455.15243087600004,6,2,4.763400000000003,True
83,CHEMBL51659,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.040958607678906,369.0225221040001,5,2,3.655400000000002,True
84,CHEMBL3735958,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc2n1C(C)C,6.0,385.20263660800003,8,2,2.763320000000001,True
85,CHEMBL3734988,C[C@@H](O)c1nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc2n1[C@H](C)C(F)(F)F,3.583359492661719,469.18493585600004,9,3,3.050600000000001,True
86,CHEMBL92086,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.920818753952375,382.0429232,4,2,4.650500000000003,True
87,CHEMBL36164,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,6.8696662315049934,455.09568704400004,6,4,3.4038000000000004,True
88,CHEMBL113902,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,5.119999756699334,424.11023171600004,5,2,5.555880000000004,True
90,CHEMBL517907,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,7.96018944585165,438.172561692,7,2,3.1479000000000017,True
91,CHEMBL510155,C=CC(=O)Nc1ccc2ncnc(Cc3ccc(CN(C)C)c(Br)c3)c2c1,7.349984047528162,424.0898733920001,4,1,4.169200000000004,True
92,CHEMBL53428,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,10.040958607678906,343.04325754800004,5,1,3.5969000000000015,True
93,CHEMBL53121,Fc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,6.906578314837764,317.991636576,4,1,3.670000000000001,True
94,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,7.399027104313252,446.15209652799996,7,1,4.275600000000003,True
95,CHEMBL443906,c1cc(Nc2ncnc3[nH]cnc23)cc(-c2nc3ccccc3s2)c1,5.769551078621726,344.08441538399995,6,2,4.3732000000000015,True
96,CHEMBL123046,Oc1ccc(NCc2cc(O)ccc2O)cc1,4.377785977033705,231.089543276,4,4,2.4154999999999998,True
97,CHEMBL2385993,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1C(=O)Nc1nccc(-c2cccc(F)c2)n1,5.221848749616356,538.2492524520001,6,2,4.843120000000004,True
98,CHEMBL2385992,Cc1ccc(NC(=O)/C=C/CN(C)C)cc1C(=O)Nc1nccc(-c2cccnc2)n1,5.301029995663981,416.19607400800004,6,2,3.1556200000000008,True
100,CHEMBL2385982,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.221848749616356,464.126275704,6,2,4.0946000000000025,True
101,CHEMBL55729,Nc1ccc2cncnc2c1,10.0,145.063997224,3,1,1.212,True
102,CHEMBL2437469,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.41793663708829,512.2284367560001,10,2,2.8042000000000007,True
103,CHEMBL2437464,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCCC5)cc4)nc32)c1,7.815308569182401,453.1913229760001,8,2,3.644000000000002,True
104,CHEMBL2437462,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,8.91721462968355,482.2178720720001,9,2,2.7956000000000003,True
105,CHEMBL51853,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.886056647693163,315.01195742000004,5,2,3.113100000000001,True
107,CHEMBL473428,OCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,8.522878745280337,481.06631830399994,7,2,6.558700000000003,True
109,CHEMBL135577,CCN(CC)CCNC(=O)c1c([Se][Se]c2[nH]c3ccccc3c2C(=O)NCCN(CC)CC)[nH]c2ccccc12,5.337242168318426,676.15431712,4,4,2.066600000000003,True
110,CHEMBL542733,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,6.6020599913279625,311.126991404,6,1,3.399200000000002,True
111,CHEMBL1242381,COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,4.7447274948966935,343.164439532,8,2,1.7210999999999999,True
112,CHEMBL1230790,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,6.020451625295905,269.1276601,6,2,2.362,True
113,CHEMBL3678958,CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,7.508638306165727,443.2545919280001,9,2,4.041200000000003,True
114,CHEMBL564829,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,5.513003111568177,460.26990764400006,8,2,2.5658000000000003,True
115,CHEMBL3678959,CC(C)n1c(NC2CCCCC2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,7.823908740944319,448.306293152,8,2,4.647200000000004,True
116,CHEMBL2087361,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,7.346787486224656,391.15320615199994,7,1,3.1591000000000014,True
117,CHEMBL1242034,CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21,4.0,319.15454354400003,7,2,2.7868000000000004,True
118,CHEMBL417941,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,5.229147988357855,286.131742436,4,3,2.4536800000000003,True
119,CHEMBL90541,COc1cc2ncnc(Nc3nnc4ccccc4n3)c2cc1OC,6.086186147616283,334.117823688,8,1,2.7288000000000006,True
120,CHEMBL296582,O=C(NCc1ccccc1)c1cc2cc(O)c(O)cc2cn1,5.508638306165727,294.100442308,4,3,2.5760000000000014,True
121,CHEMBL149512,Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1,6.130768280269024,339.00072403999997,4,1,4.882100000000002,True
122,CHEMBL79206,CN(CCO)Cc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.522878745280337,428.16708238800004,5,3,5.612300000000003,True
123,CHEMBL105436,COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1,5.0,417.2164751040001,7,2,3.1449000000000007,True
124,CHEMBL155607,NC(=O)CCC1C(S)=Nc2ccccc21,4.657577319177793,220.067034004,2,2,2.0090999999999997,True
125,CHEMBL47986,O=CN/C=C/c1cc(O)ccc1O,5.522878745280337,179.058243148,3,3,0.8144999999999998,True
126,CHEMBL3680378,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCCC1,7.916139199133427,483.18373100400004,6,2,5.545200000000005,True
131,CHEMBL162981,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,8.769551078621726,423.08070567600004,7,2,4.229600000000001,True
132,CHEMBL57712,N#CC(C#N)=Cc1cc[n+]([O-])cc1,2.886056647693163,171.04326178,3,0,0.75056,True
133,CHEMBL275762,O=C(CCl)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,7.6020599913279625,397.9904222,4,2,4.996600000000002,True
134,CHEMBL372246,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1N1CCN(C)CC1,5.221848749616356,474.1137928720001,6,2,4.695600000000004,True
135,CHEMBL599863,O=C(CNC(=O)Oc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.431798275933005,491.0593015360001,6,3,4.863000000000003,True
136,CHEMBL203725,CN1CCC(Oc2cccc3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,8.522878745280337,386.13096716,5,1,4.638900000000004,True
137,CHEMBL119977,Clc1cccc(Nc2[nH]cnc3nnc(-c4ccccc4)c2-3)c1,7.721246399047171,321.078123064,4,2,4.368500000000001,True
138,CHEMBL3912361,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCCCC5)c(Cl)c4)c3cc21,6.619788758288394,515.112709576,9,1,4.707000000000004,True
140,CHEMBL1958034,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Br)cc2)=N1,5.642065152999546,432.965122816,4,0,4.883000000000004,True
141,CHEMBL1958036,COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,5.066512712151295,385.06517543200005,5,0,4.129100000000004,True
142,CHEMBL1958216,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,5.935542010773082,349.124883228,4,0,4.083940000000004,True
143,CHEMBL3975598,COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)cc1,6.213958789757446,522.259068188,10,2,2.3011,True
144,CHEMBL1242288,COc1ccc(-c2nn([C@@H]3CCNC3)c3ncnc(N)c23)cc1O,4.8996294548824375,326.149123816,8,3,1.3240999999999998,True
145,CHEMBL1241676,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,7.173925197299173,329.104337812,6,2,3.5496000000000016,True
147,CHEMBL307062,Cc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,6.086186147616283,278.153146576,3,2,3.888720000000001,True
148,CHEMBL104244,CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,6.6777807052660805,474.170164876,7,1,3.7418000000000013,True
149,CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.356547323513812,314.01670845200005,4,2,3.7181000000000015,True
150,CHEMBL336113,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,6.0,250.12184644799999,4,2,3.2640200000000004,True
152,CHEMBL3754301,Cn1cnc(-c2cc(NC(=O)Nc3ccncc3)cc(C(F)(F)F)c2)c1,6.780939667551139,361.115044728,4,2,4.1449000000000025,True
153,CHEMBL2047022,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c1)NO,5.85078088734462,487.112183112,5,5,4.711100000000003,True
154,CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,4.8696662315049934,218.032756672,6,4,1.1196599999999999,True
155,CHEMBL110036,COc1cc2ncc(C#N)c(Nc3cccc(N)c3)c2cc1OC,6.090000275786018,320.127325752,6,2,3.449480000000001,True
156,CHEMBL3347498,OB(O)c1ccc(COc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,6.070581074285707,405.10514948400004,6,3,3.2856000000000005,True
157,CHEMBL416611,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.795880017344075,412.0534878840001,6,3,3.4438000000000013,True
159,CHEMBL289959,c1ccc(Nc2ncnc3ccccc23)cc1,6.46344155742847,221.095297352,3,1,3.373400000000001,True
160,CHEMBL56236,Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,5.175223537524454,392.23245951599995,5,3,4.427680000000001,True
161,CHEMBL165547,CN(CC(O)CO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.2518119729938,403.0643869160001,7,3,2.3202999999999996,True
162,CHEMBL2031297,CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.55284196865778,413.08512236,5,2,4.026100000000001,True
163,CHEMBL1202477,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,7.0,503.1332154240001,7,1,4.2999000000000045,True
164,CHEMBL2048791,O=C1Cc2cc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)ccc2N1,6.017728766960431,435.109817116,7,3,4.107500000000002,True
165,CHEMBL193159,O=C(CCl)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.0,389.988300784,4,2,4.313200000000002,True
166,CHEMBL193160,O=C(CCl)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,7.522878745280337,437.97443668399995,4,2,4.155300000000002,True
167,CHEMBL320479,COc1cc2ncc(C#N)c(Nc3cccc(F)c3)c2cc1OC,6.130000141365475,323.10700490799996,5,1,4.006380000000002,True
168,CHEMBL111520,COc1cc2ncc(C#N)c(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,6.060001790087838,350.10150492799994,7,1,3.7754800000000026,True
169,CHEMBL419185,COc1cc2ncc(C#N)c(Nc3cc(Cl)c(O)c(Cl)c3)c2cc1OC,5.499999678657065,389.033396636,6,2,4.879680000000003,True
170,CHEMBL326445,COc1cc2ncc(C#N)c(Nc3cc(Cl)ccc3O)c2cc1OC,4.769999911123512,355.07236898799994,6,2,4.226280000000002,True
171,CHEMBL270695,OCC(O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,9.029978734171634,389.0487368520001,7,4,2.2960000000000003,True
172,CHEMBL270696,OCCNc1c(Br)cccc1Nc1ncnc2ccncc12,9.609948503541013,359.038172168,6,3,2.9351000000000003,True
173,CHEMBL52591,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,8.36001575195841,266.127994448,6,2,2.5135200000000006,True
174,CHEMBL54474,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,6.020001176026261,315.01195742000004,5,2,3.113100000000001,True
175,CHEMBL92936,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],7.160019442321657,373.017436724,6,2,4.085800000000002,True
179,CHEMBL3353404,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.8386319977650247,520.210199848,9,2,4.319200000000003,True
181,CHEMBL4080424,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccnc4)ccc23)c(OC)cc1N(C)CCN(C)C,7.823908740944319,485.25392323200003,7,3,4.499400000000003,True
183,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8.886056647693163,499.2695732960001,8,2,4.509800000000003,True
184,CHEMBL4069284,CCC(=O)Nc1cc(Nc2n[nH]c3ccccc23)ccc1N(C)CCN(C)C,5.072116589669293,380.23245951600006,5,3,3.652800000000002,True
185,CHEMBL363607,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,4.339134521996131,407.08636678,7,2,2.2526399999999995,True
186,CHEMBL455434,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,6.619788758288394,539.199110788,8,2,4.576500000000004,True
